"","cong","State","District","thomas_name","icpsr","Cong","year","st_name","cd","dem.x","majority","elected","female","afam","latino","votepct","dwnom1","meddist","majdist","deleg_size","speaker","chair","subchr","power","budget","seniority","state_leg","state_leg_prof","maj_leader","min_leader","south","south_dem","all_bills","all_aic","all_abc","all_pass","all_law","les","leslag","id","statecode","state","dist","name.x","partycode","dem.y","rep","cvp_appropriations","cvp_defense","cvp_veterans","cvp_foreignpolicy","cvp_economy","cvp_taxes","cvp_trade","cvp_finance","cvp_energy","cvp_environment","cvp_welfare","cvp_senior","cvp_education","cvp_housing","cvp_agriculture","cvp_labor","X","cd_fips","mrp_mean","mrp_sd","mrp_lower","mrp_upper","raw_mean","heterogeneity.sd","sample_size2","name.y","geo_name","state_fips","pres_2008"
"11",109,"AR",3,"Boozman, John",20101,109,2005,"AR",3,0,1,2001,0,0,0,59,0.470999986,0.167999983,0.043000013,4,0,0,1,0,0,3,0,0,0,0,1,0,9,4,3,3,1,1.104461074,0.785108566,20101,42,"AR",3,"BOOZMAN    ",200,0,1,0.1214594,0.0298721,-6.12e-06,0.0389667,0.1286947,0.0483767,0.2452312,0.1122132,0.2267759,0.1609082,0.0357143,-7.11e-15,0.0416667,0.2222222,0.1153846,0.1133748,19,503,0.340184495,0.043274986,0.254979901,0.423589196,0.325643642,1.269385501,867,"Arkansas","Congressional District 3 (110th Congress), Arkansas",5,0.357
"12",109,"AR",4,"Ross, Mike",20102,109,2005,"AR",4,1,0,2000,0,0,0,100,-0.237000003,0.540000021,0.750999987,4,0,0,0,0,0,3,1,0.104000002,0,0,1,1,12,2,3,3,1,0.902863204,0.322227031,20102,42,"AR",4,"ROSS       ",100,1,0,-0.3102045,-0.2591727,0.000488,-0.1592949,-0.4496971,-0.6365281,-0.4193742,-0.3772745,-0.0998077,-0.0212766,-0.4107143,-1.03e-15,-0.3333333,-0.2396868,-0.1153846,-0.5833334,20,504,0.127705052,0.051353784,0.031030146,0.232643589,0.166092373,1.24261589,639,"Arkansas","Congressional District 4 (110th Congress), Arkansas",5,0.4435
"13",109,"AZ",1,"Renzi, Rick",20303,109,2005,"AZ",1,0,1,2002,0,0,0,59,0.361999989,0.058999989,0.15200001,8,0,0,0,0,0,2,0,0,0,0,0,0,23,4,3,2,1,1.702679873,5.620478153,20303,61,"AZ",1,"RENZI      ",200,0,1,0.0539123,0.0525078,-1.79e-17,0.0312723,0.0795891,0.0509719,0.2,0.1009864,0.1645997,0.1143758,0.0357143,-9.71e-16,0.0833333,-0.0555556,0.0769231,0.25,9,401,0.185398198,0.045658096,0.094847958,0.269809639,0.172285139,1.360754147,763,"Arizona","Congressional District 1 (110th Congress), Arizona",4,0.4545
"14",109,"AZ",2,"Franks, Trent",20304,109,2005,"AZ",2,0,1,2002,0,0,0,59,0.910000026,0.607000053,0.396000028,8,0,0,0,0,0,2,1,0.185000002,0,0,0,0,1,0,0,0,0,0.013985573,0.066409901,20304,61,"AZ",2,"FRANKS     ",200,0,1,0.3067856,0.163619,-8.29e-16,0.0576157,0.1428413,0.0481554,0.1,0.2475344,0.2773751,0.1914894,0.1850736,3.52e-15,0.2653059,0.3888889,0.5384616,0.25,10,402,0.223191627,0.039996297,0.144022727,0.30246402,0.220149357,1.351767605,965,"Arizona","Congressional District 2 (110th Congress), Arizona",4,0.384
"15",109,"AZ",3,"Shadegg, John",29501,109,2005,"AZ",3,0,1,1994,0,0,0,80,0.875999987,0.573000014,0.361999989,8,0,0,0,0,0,6,0,0,1,0,0,0,23,3,5,4,1,2.081136942,0.315447032,29501,61,"AZ",3,"SHADEGG    ",200,0,1,0.277547,0.1512733,-2.3e-16,0.0592486,0.1543845,0.0509719,0.25,0.1879429,0.2631579,0.1702128,0.1071429,-4.69e-15,0.125,0.3888889,0.5664104,0.2597932,11,403,0.116474155,0.042943881,0.038058813,0.199148221,0.113575695,1.373819844,887,"Arizona","Congressional District 3 (110th Congress), Arizona",4,0.419
"16",109,"AZ",4,"Pastor, Ed",29101,109,2005,"AZ",4,1,0,1991,0,0,1,70,-0.486000001,0.788999975,1,8,0,0,0,1,0,8,0,0,0,1,0,0,4,0,0,0,0,0.022376917,0.036525447,29101,61,"AZ",4,"PASTOR     ",100,1,0,-0.3730428,-0.4208245,-4.87e-16,-0.3014082,-0.5573972,-0.7615281,-0.5,-0.464231,-0.2773652,-0.1914894,-0.4821428,3.58e-15,-0.375,-0.3333333,-0.1153846,-0.6666667,12,404,-0.142066161,0.054314198,-0.257448058,-0.038331666,-0.098871677,1.270235539,548,"Arizona","Congressional District 4 (110th Congress), Arizona",4,0.6435
"17",109,"AZ",5,"Hayworth, J.",29502,109,2005,"AZ",5,0,1,1994,0,0,0,59,0.697000027,0.394000024,0.183000028,8,0,0,0,1,0,6,0,0,0,0,0,0,26,2,0,0,0,0.607179463,1.511457443,29502,61,"AZ",5,"HAYWORTH   ",200,0,1,0.2342097,0.1389276,-1.15e-16,0.0251335,0.1069863,0.0509719,0.15,0.1879429,0.2017544,0.1276596,0.07606,-6.52e-15,0.125,0.1784298,0.5,0.25,13,405,-0.027477434,0.042344449,-0.107872847,0.053643156,-0.058844226,1.443507008,850,"Arizona","Congressional District 5 (110th Congress), Arizona",4,0.465
"18",109,"AZ",6,"Flake, Jeff",20100,109,2005,"AZ",6,0,1,2000,0,0,0,79,1,0.697000027,0.486000001,8,0,0,0,0,0,3,0,0,0,0,0,0,24,0,1,1,1,0.890883565,0.265639603,20100,61,"AZ",6,"FLAKE      ",200,0,1,0.2412243,0.0979417,0.1818182,0.0370477,0.0968103,0.0197219,0.2,0.1444646,0.3040678,0.2765958,0.0892857,-1.42e-15,0.0416667,0.5,0.6923077,0.1666666,14,406,0.256061138,0.037913835,0.184782482,0.327507684,0.237724869,1.369618915,970,"Arizona","Congressional District 6 (110th Congress), Arizona",4,0.369
"19",109,"AZ",7,"Grijalva, Raul",20305,109,2005,"AZ",7,1,0,2002,0,0,1,62,-0.654999971,0.957999945,1.16900003,8,0,0,0,0,0,2,0,0,0,0,0,0,14,4,5,5,4,2.595555305,0.478253007,20305,61,"AZ",7,"GRIJALVA   ",100,1,0,-0.4909723,-0.453665,-6.23e-16,-0.3210478,-0.6770473,-0.7927781,-0.5,-0.5511875,-0.3901609,-0.1771111,-0.4821428,-5.86e-15,-0.375,-0.3333333,-0.2692308,-0.6666667,15,407,-0.095368252,0.05848124,-0.214238408,0.018409341,-0.079653749,1.341894124,482,"Arizona","Congressional District 7 (110th Congress), Arizona",4,0.573
"20",109,"AZ",8,"Kolbe, Jim",15105,109,2005,"AZ",8,0,1,1984,0,0,0,60,0.416999996,0.113999993,0.097000003,8,0,0,1,1,0,11,1,0.268999994,0,0,0,0,17,4,3,3,1,2.840418339,2.928349495,15105,61,"AZ",8,"KOLBE      ",200,0,1,0.107879,0.0284314,0.1112136,-0.0139498,0.1084037,0.0551647,0.1220898,0.248281,0.2044553,0.1321369,0.0905332,1.36e-15,0.0833333,0.3543878,0.2307692,0.25,16,408,0.06657493,0.04187723,-0.018660107,0.144608918,0.054988194,1.45086617,826,"Arizona","Congressional District 8 (110th Congress), Arizona",4,0.467
"21",109,"CA",1,"Thompson, Mike",29901,109,2005,"CA",1,1,0,1998,0,0,0,67,-0.414999992,0.717999995,0.92900002,53,0,0,0,1,0,4,1,0.569999993,0,0,0,0,14,1,3,3,2,1.217185616,1.249175549,29901,71,"CA",1,"THOMPSON   ",100,1,0,-0.451897,-0.3852253,4.72e-18,-0.2475678,-0.5368493,-0.7302781,-0.2,-0.464231,-0.3333333,-0.0851064,-0.4821428,2.63e-15,-0.375,-0.2777778,-0.2692308,-0.6666667,21,601,-0.334591745,0.046073324,-0.426764798,-0.241468166,-0.353421712,1.392811202,711,"California","Congressional District 1 (110th Congress), California",6,0.6425
"22",109,"CA",10,"Tauscher, Ellen",29705,109,2005,"CA",10,1,0,1996,1,0,0,66,-0.361999989,0.664999962,0.875999987,53,0,0,0,0,0,5,0,0,0,0,0,0,27,0,1,1,1,1.490867257,0.08301238,29705,71,"CA",10,"TAUSCHER   ",100,1,0,-0.4361907,-0.3182998,-1.88e-16,-0.2608616,-0.550548,-0.7615281,-0.25,-0.3337962,-0.3535377,-0.2169611,-0.4642857,2.14e-15,-0.3333333,-0.2777778,-0.2335896,-0.75,30,610,-0.127231613,0.050985095,-0.228008774,-0.028747978,-0.128893499,1.446154356,587,"California","Congressional District 10 (110th Congress), California",6,0.6295
"23",109,"CA",11,"Pombo, Richard",29311,109,2005,"CA",11,0,1,1992,0,0,1,61,0.476000011,0.173000008,0.037999988,53,0,1,0,0,0,7,0,0,0,0,0,0,33,14,20,13,4,8.774510384,4.43448019,29311,71,"CA",11,"POMBO      ",200,0,1,0.134743,0.0461406,1.65e-05,0.048816,0.0778655,0.0197219,0.15,0.0575081,0.1779067,0.0669196,0.0535714,1.25e-15,0.0833333,0.2222222,0.0433165,0.0931265,31,611,0.052130145,0.04990879,-0.044233382,0.151434307,0.066609658,1.38742612,610,"California","Congressional District 11 (110th Congress), California",6,0.503
"24",109,"CA",12,"Lantos, Tom",14837,109,2005,"CA",12,1,0,1980,0,0,0,68,-0.432999998,0.736000001,0.947000027,53,0,0,0,0,0,13,0,0,0,0,0,0,16,4,3,1,1,1.432030439,2.09274745,14837,71,"CA",12,"LANTOS     ",100,1,0,-0.4451634,-0.3386843,4.94e-18,-0.213638,-0.6219437,-0.7615281,-0.45,-0.492272,-0.3722697,-0.2075781,-0.442693,2.63e-15,-0.2745216,-0.2777778,-0.2692308,-0.7165967,32,612,-0.516121267,0.055773512,-0.618907371,-0.403597045,-0.554749496,1.37083849,484,"California","Congressional District 12 (110th Congress), California",6,0.741
"25",109,"CA",13,"Stark, Fortney",14053,109,2005,"CA",13,1,0,1972,0,0,0,72,-0.792999983,1.095999956,1.307000041,53,0,0,0,1,0,17,0,0,0,0,0,0,16,0,0,0,0,0.226566285,0.40177992,14053,71,"CA",13,"STARK      ",100,1,0,-0.4773426,-0.5994633,-6.36e-06,-0.4090741,-0.6798753,-0.7835888,-0.5,-0.579587,-0.4178993,-0.2660377,-0.5106868,NA,-0.3775765,-0.3063534,-0.0583142,-0.75,33,613,-0.32305112,0.060112768,-0.440828458,-0.204759533,-0.383906363,1.339515201,440,"California","Congressional District 13 (110th Congress), California",6,0.736
"26",109,"CA",14,"Eshoo, Anna",29312,109,2005,"CA",14,1,0,1992,1,0,0,70,-0.425000012,0.727999985,0.93900001,53,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0.027971147,0.604308665,29312,71,"CA",14,"ESHOO      ",100,1,0,-0.4434256,-0.3477507,-8.77e-17,-0.2371986,-0.5938225,-0.7615281,-0.25,-0.5077093,-0.3859649,-0.2340426,-0.4237488,NA,-0.2660802,-0.2777778,-0.1135896,-0.75,34,614,-0.60306263,0.050467392,-0.699990974,-0.498409832,-0.619710809,1.311108438,608,"California","Congressional District 14 (110th Congress), California",6,0.7195
"27",109,"CA",15,"Honda, Michael",20103,109,2005,"CA",15,1,0,2000,0,0,0,72,-0.584999979,0.887999952,1.098999977,53,0,0,0,0,0,3,1,0.569999993,0,0,0,0,11,0,0,0,0,0.153841302,0.166024759,20103,71,"CA",15,"HONDA      ",100,1,0,-0.4774429,-0.4289736,-4.67e-16,-0.3009314,-0.6132817,-0.7743521,-0.35,-0.5077093,-0.3971044,-0.2461814,-0.4877731,-2.36e-15,-0.3333333,-0.3333333,-0.2307692,-0.75,35,615,-0.251574245,0.05346954,-0.357088103,-0.150825711,-0.283260997,1.380077397,506,"California","Congressional District 15 (110th Congress), California",6,0.665
"28",109,"CA",16,"Lofgren, Zoe",29504,109,2005,"CA",16,1,0,1994,1,0,0,71,-0.467999995,0.770999968,0.981999993,53,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0.167826876,0.215832174,29504,71,"CA",16,"LOFGREN    ",100,1,0,-0.4208955,-0.3919366,3.11e-16,-0.2722592,-0.6423264,-0.7615281,-0.35,-0.569605,-0.3596761,-0.2340426,-0.4918849,-7.37e-15,-0.3530367,-0.3333333,-0.2307692,-0.75,36,616,-0.25752649,0.056604206,-0.358108941,-0.150796607,-0.256557257,1.318724125,515,"California","Congressional District 16 (110th Congress), California",6,0.6715
"29",109,"CA",17,"Farr, Sam",29313,109,2005,"CA",17,1,0,1993,0,0,0,67,-0.54400003,0.847000003,1.058000088,53,0,0,0,1,0,7,1,0.625,0,0,0,0,9,1,1,1,0,0.492170483,0.667398095,29313,71,"CA",17,"FARR       ",100,1,0,-0.446584,-0.4166279,-4.47e-16,-0.3184243,-0.6121918,-0.7615281,-0.3,-0.5511875,-0.377193,-0.2340426,-0.4642857,-7.32e-15,-0.375,-0.2222222,-0.1153846,-0.75,37,617,-0.467024517,0.053392794,-0.567885455,-0.361525211,-0.450361487,1.299858153,523,"California","Congressional District 17 (110th Congress), California",6,0.701
"30",109,"CA",18,"Cardoza, Dennis",20306,109,2005,"CA",18,1,0,2002,0,0,1,68,-0.270999998,0.574000001,0.785000026,53,0,0,0,0,0,2,1,0.569999993,0,0,0,0,8,0,0,0,0,0.100696132,0.269511968,20306,71,"CA",18,"CARDOZA    ",100,1,0,-0.338326,-0.3013729,-6.76e-06,-0.1604116,-0.4027186,-0.6815969,-0.3,-0.3772745,-0.1996439,0,-0.409551,NA,-0.2762474,-0.2222222,-0.2003138,-0.6666667,38,618,-0.108137221,0.060989327,-0.229705687,0.007511833,-0.09056997,1.290350175,443,"California","Congressional District 18 (110th Congress), California",6,0.5485
"31",109,"CA",19,"Radanovich, George",29505,109,2005,"CA",19,0,1,1994,0,0,0,66,0.605000019,0.302000016,0.091000021,53,0,0,1,0,0,6,0,0,0,0,0,0,13,1,4,4,1,1.581200242,1.936807275,29505,71,"CA",19,"RADANOVI   ",200,0,1,0.1824889,0.04438,-6.36e-06,0.0329557,0.1301382,0.0509719,0.1925996,0.1879429,0.2473067,0.1752033,0.1071429,-1.36e-15,0.125,0.3207054,0.2629391,0.25,39,619,0.217387946,0.053532349,0.11576025,0.319413821,0.229484249,1.375471866,589,"California","Congressional District 19 (110th Congress), California",6,0.4265
"32",109,"CA",2,"Herger, Wally",15420,109,2005,"CA",2,0,1,1986,0,0,0,67,0.640999973,0.33799997,0.126999974,53,0,0,1,1,0,10,1,0.526000023,0,0,0,0,19,2,5,3,3,2.385646105,2.403952837,15420,71,"CA",2,"HERGER     ",200,0,1,0.2156069,0.0549051,0.000488,0.055823,0.1529231,0.0509719,0.25,0.2660296,0.2368421,0.1489362,0.0892857,5.83e-16,0.1666667,0.2222222,0.1923077,0.25,22,602,0.267708603,0.046312254,0.178158175,0.359130903,0.279536458,1.3510376,735,"California","Congressional District 2 (110th Congress), California",6,0.4065
"33",109,"CA",20,"Costa, Jim",20501,109,2005,"CA",20,1,0,2004,0,0,1,53,-0.259000003,0.561999977,0.773000002,53,0,0,0,0,0,1,1,0.625999987,0,0,0,0,6,0,0,0,0,0.083913438,NA,20501,71,"CA",20,"COSTA      ",100,1,0,-0.3326907,-0.2558123,-7.28e-16,-0.173472,-0.4207774,-0.6623059,-0.3124987,-0.3818685,-0.1699319,-0.0652551,-0.4107143,8.05e-16,-0.25,-0.2777778,-0.1923077,-0.4737032,40,620,0.048705876,0.068466115,-0.074994232,0.186608977,0.107264554,1.189892058,256,"California","Congressional District 20 (110th Congress), California",6,0.5605
"34",109,"CA",21,"Nunes, Devin",20307,109,2005,"CA",21,0,1,2002,0,0,1,73,0.559000015,0.256000012,0.045000017,53,0,0,1,1,0,2,0,0,0,0,0,0,11,2,1,1,1,0.388643116,1.106480122,20307,71,"CA",21,"NUNES      ",200,0,1,0.1364723,0.0603595,-0.0009933,0.0067267,0.1296416,0.0477447,0.25,0.2314211,0.2080276,0.106383,0.0357143,-6.41e-15,0.0416667,0.2222222,0.1264104,0.2355767,41,621,0.192778723,0.051049844,0.091565288,0.290285497,0.2316844,1.317294185,541,"California","Congressional District 21 (110th Congress), California",6,0.386
"35",109,"CA",22,"Thomas, William",14669,109,2005,"CA",22,0,1,1978,0,0,0,100,0.402999997,0.099999994,0.111000001,53,0,1,0,1,0,14,1,0.526000023,0,0,0,0,24,4,12,9,5,6.841738701,8.940820694,14669,71,"CA",22,"THOMAS     ",200,0,1,0.0958211,0.0357879,1.68e-18,0.0022068,0.1197999,0.0509719,0.2,0.2314211,0.2114201,0.0778314,0.0493508,2.63e-15,0.0833333,0.2030583,0.1153846,0.1666666,42,622,0.289594039,0.048501711,0.188736633,0.381267043,0.300376289,1.342046066,688,"California","Congressional District 22 (110th Congress), California",6,0.3505
"36",109,"CA",23,"Capps, Lois",29774,109,2005,"CA",23,1,0,1998,1,0,0,63,-0.503000021,0.805999994,1.017000079,53,0,0,0,0,1,4,0,0,0,0,0,0,14,2,2,2,0,0.928398669,1.237034202,29774,71,"CA",23,"CAPPS      ",100,1,0,-0.4582005,-0.4454924,6.27e-18,-0.2970022,-0.6044599,-0.7913381,-0.3,-0.5511875,-0.3950556,-0.2468569,-0.4642857,2.63e-15,-0.3333333,-0.2777778,-0.1923077,-0.75,43,623,-0.167945524,0.052083859,-0.271556502,-0.071322319,-0.157830842,1.40647696,497,"California","Congressional District 23 (110th Congress), California",6,0.6325
"37",109,"CA",24,"Gallegly, Elton",15413,109,2005,"CA",24,0,1,1986,0,0,0,63,0.486999989,0.183999985,0.027000012,53,0,0,1,0,0,10,0,0,0,0,0,0,5,0,1,1,0,0.31445089,0.877853394,15413,71,"CA",24,"GALLEGLY   ",200,0,1,0.1256419,0.041571,1.67e-05,0.039638,0.1045151,0.0513282,0.2268829,0.1576677,0.227081,0.135281,0.0806396,NA,0.125,0.2372534,0.0864104,0.25,44,624,-0.078738919,0.052713979,-0.179316217,0.024223215,-0.0743978,1.407595648,619,"California","Congressional District 24 (110th Congress), California",6,0.4745
"38",109,"CA",25,"McKeon, Howard",29315,109,2005,"CA",25,0,1,1992,0,0,0,64,0.547999978,0.244999975,0.033999979,53,0,1,1,0,0,7,0,0,0,0,0,0,12,5,4,4,2,2.267608643,2.328714132,29315,71,"CA",25,"MCKEON     ",200,0,1,0.1310837,0.0648535,-4.87e-16,0.0466036,0.1184896,0.0486091,0.25,0.2314211,0.1842105,0.106383,0.0535714,2.8e-15,0.0833333,0.2222222,0.1264104,0.25,45,625,0.152978948,0.050114816,0.055620059,0.249650655,0.153012533,1.321722842,582,"California","Congressional District 25 (110th Congress), California",6,0.4545
"39",109,"CA",26,"Dreier, David",14813,109,2005,"CA",26,0,1,1980,0,0,0,54,0.513000011,0.210000008,0.000999989,53,0,1,0,1,0,13,0,0,0,0,0,0,12,2,2,2,0,1.539222002,0.541342378,14813,71,"CA",26,"DREIER     ",200,0,1,0.1343284,0.0525078,9.32e-18,0.0304878,0.0932877,0.0509719,0.25,0.1879429,0.2128027,0.1090722,0.0892857,2.63e-15,0.125,0.2777778,0.1153846,0.25,46,626,-0.059528834,0.055805309,-0.170016348,0.049007927,-0.085560099,1.355887785,514,"California","Congressional District 26 (110th Congress), California",6,0.482
"40",109,"CA",27,"Sherman, Brad",29707,109,2005,"CA",27,1,0,1996,0,0,0,62,-0.414999992,0.717999995,0.92900002,53,0,0,0,0,0,5,0,0,0,0,0,0,7,1,1,1,1,0.210923523,0.166024759,29707,71,"CA",27,"SHERMAN    ",100,1,0,-0.3966583,-0.3425539,-5.28e-16,-0.2325293,-0.5984932,-0.7615281,-0.4,-0.5077093,-0.4019262,-0.2553191,-0.4675024,3.69e-15,-0.3333333,-0.2859365,-0.3076923,-0.6666667,47,627,-0.183555799,0.055097663,-0.288044009,-0.078866864,-0.170194172,1.374565949,478,"California","Congressional District 27 (110th Congress), California",6,0.6375
"41",109,"CA",28,"Berman, Howard",15005,109,2005,"CA",28,1,0,1982,0,0,0,71,-0.411000013,0.713999987,0.925000012,53,0,0,0,0,0,12,1,0.526000023,0,0,0,0,4,0,0,0,0,0.055942293,0.286114424,15005,71,"CA",28,"BERMAN     ",100,1,0,-0.4329605,-0.3377803,2.12e-05,-0.2426895,-0.6156653,-0.7590801,-0.2977982,-0.5077093,-0.3703378,-0.1948343,-0.4448957,2.63e-15,-0.2916667,-0.2874733,-0.2335896,-0.7517291,48,628,-0.512057213,0.058407303,-0.624076964,-0.39591244,-0.496438504,1.277272947,464,"California","Congressional District 28 (110th Congress), California",6,0.7465
